Date,Close/Last,Volume,Open,High,Low,Day
01/19/2022,166.23,94814990,170.00,171.08,165.94,481
01/20/2022,164.51,91420520,166.98,169.68,164.18,482
01/21/2022,162.41,122848900,164.42,166.33,162.30,483
01/24/2022,161.62,162706700,160.02,162.30,154.70,484
01/25/2022,159.78,115798400,158.98,162.76,157.02,485
01/26/2022,159.69,108275300,163.50,164.39,157.82,486
01/27/2022,159.22,121954600,162.45,163.84,158.28,487
01/28/2022,170.33,179935700,165.71,170.35,162.80,488
01/31/2022,174.78,115541600,170.16,175.00,169.51,489
02/01/2022,174.61,86213910,174.01,174.84,172.31,490
02/02/2022,175.84,84914260,174.75,175.88,173.33,491
02/03/2022,172.90,89418070,174.48,176.24,172.12,492
02/04/2022,172.39,82465400,171.68,174.10,170.68,493
02/07/2022,171.66,77251200,172.86,173.95,170.95,494
02/08/2022,174.83,74829220,171.73,175.35,171.43,495
02/09/2022,176.28,71285040,176.05,176.65,174.90,496
02/10/2022,172.12,90865900,174.14,175.48,171.55,497
02/11/2022,168.64,98670690,172.33,173.08,168.04,498
02/14/2022,168.88,86185530,167.37,169.58,166.56,499
02/15/2022,172.79,64286320,170.97,172.95,170.25,500
02/16/2022,172.55,61177400,171.85,173.34,170.05,501
02/17/2022,168.88,69589340,171.03,171.91,168.47,502
02/18/2022,167.30,82772670,169.82,170.54,166.19,503
02/22/2022,164.32,91162760,164.98,166.69,162.15,504
02/23/2022,160.07,90009250,165.54,166.15,159.75,505
02/24/2022,162.74,141147500,152.58,162.85,152.00,506
02/25/2022,164.85,91974220,163.84,165.12,160.87,507
02/28/2022,165.12,95056630,163.06,165.42,162.43,508
03/01/2022,163.20,83474430,164.70,166.60,161.97,509
03/02/2022,166.56,79724750,164.39,167.36,162.95,510
03/03/2022,166.23,76678440,168.47,168.91,165.55,511
03/04/2022,163.17,83819590,164.49,165.55,162.10,512
03/07/2022,159.30,96418850,163.36,165.02,159.04,513
03/08/2022,157.44,131148300,158.82,162.88,155.80,514
03/09/2022,162.95,91454910,161.48,163.41,159.41,515
03/10/2022,158.52,105342000,160.20,160.39,155.98,516
03/11/2022,154.73,96970100,158.93,159.28,154.50,517
03/14/2022,150.62,108732100,151.45,154.12,150.10,518
03/15/2022,155.09,92964300,150.90,155.57,150.38,519
03/16/2022,159.59,102300200,157.05,160.00,154.46,520
03/17/2022,160.62,75615380,158.61,161.00,157.63,521
03/18/2022,163.98,123511700,160.51,164.48,159.76,522
03/21/2022,165.38,95811350,163.51,166.35,163.02,523
03/22/2022,168.82,81532010,165.51,169.42,164.91,524
03/23/2022,170.21,98062670,167.99,172.64,167.65,525
03/24/2022,174.07,90131420,171.06,174.14,170.21,526
03/25/2022,174.72,80546160,173.88,175.28,172.75,527
03/28/2022,175.60,90371920,172.17,175.73,172.00,528
03/29/2022,178.96,100589400,176.69,179.01,176.34,529
03/30/2022,177.77,92633150,178.55,179.61,176.70,530
03/31/2022,174.61,103049300,177.84,178.03,174.40,531
04/01/2022,174.31,78751330,174.03,174.88,171.94,532
04/04/2022,178.44,76545980,174.57,178.49,174.44,533
04/05/2022,175.06,73401790,177.50,178.30,174.42,534
04/06/2022,171.83,89058780,172.36,173.63,170.13,535
04/07/2022,172.14,77594650,171.16,173.36,169.85,536
04/08/2022,170.09,76575510,171.78,171.78,169.20,537
04/11/2022,165.75,72246710,168.71,169.03,165.50,538
04/12/2022,167.66,79265180,168.02,169.87,166.64,539
04/13/2022,170.40,70618930,167.39,171.04,166.77,540
04/14/2022,165.29,75329380,170.62,171.27,165.04,541
04/18/2022,165.07,69023940,163.92,166.60,163.57,542
04/19/2022,167.40,67723830,165.02,167.82,163.91,543
04/20/2022,167.23,67929810,168.76,168.88,166.10,544
04/21/2022,166.42,87227770,168.91,171.53,165.91,545
04/22/2022,161.79,84882420,166.46,167.87,161.50,546
04/25/2022,162.88,96046380,161.12,163.17,158.46,547
04/26/2022,156.80,95623240,162.25,162.34,156.72,548
04/27/2022,156.57,88063190,155.91,159.79,155.38,549
04/28/2022,163.64,130216800,159.25,164.52,158.93,550
04/29/2022,157.65,131747600,161.84,166.20,157.25,551
05/02/2022,157.96,123055300,156.71,158.23,153.27,552
05/03/2022,159.48,88966530,158.15,160.71,156.32,553
05/04/2022,166.02,108256500,159.67,166.48,159.26,554
05/05/2022,156.77,130525300,163.85,164.08,154.95,555
05/06/2022,157.28,116124600,156.01,159.44,154.18,556
05/09/2022,152.06,131577900,154.93,155.83,151.49,557
05/10/2022,154.51,115366700,155.52,156.74,152.93,558
05/11/2022,146.50,142689800,153.50,155.45,145.81,559
05/12/2022,142.56,182602000,142.77,146.20,138.80,560
05/13/2022,147.11,113990900,144.59,148.11,143.11,561
05/16/2022,145.54,86643780,145.55,147.52,144.18,562
05/17/2022,149.24,78336250,148.86,149.77,146.68,563
05/18/2022,140.82,109742900,146.85,147.36,139.90,564
05/19/2022,137.35,136095600,139.88,141.66,136.60,565
05/20/2022,137.59,137426100,139.09,140.70,132.61,566
05/23/2022,143.11,117726300,137.79,143.26,137.65,567
05/24/2022,140.36,104132700,140.81,141.97,137.33,568
05/25/2022,140.52,92482700,138.43,141.79,138.34,569
05/26/2022,143.78,90601550,137.39,144.34,137.14,570
05/27/2022,149.64,90978500,145.39,149.68,145.26,571
05/31/2022,148.84,103718400,149.07,150.66,146.84,572
06/01/2022,148.71,74286640,149.90,151.74,147.68,573
06/02/2022,151.21,72348060,147.83,151.27,146.86,574
06/03/2022,145.38,88570290,146.90,147.97,144.46,575
06/06/2022,146.14,71598380,147.03,148.57,144.90,576
06/07/2022,148.71,67808150,144.35,149.00,144.10,577
06/08/2022,147.96,53950200,148.58,149.87,147.46,578
06/09/2022,142.64,69472980,147.08,147.95,142.53,579
06/10/2022,137.13,91566640,140.28,140.76,137.06,580
06/13/2022,131.88,122207100,132.87,135.20,131.44,581
06/14/2022,132.76,84784330,133.13,133.89,131.48,582
06/15/2022,135.43,91532970,134.29,137.34,132.16,583
06/16/2022,130.06,107961500,132.08,132.39,129.04,584
06/17/2022,131.56,134520300,130.07,133.08,129.81,585
06/21/2022,135.87,81000490,133.42,137.06,133.32,586
06/22/2022,135.35,73409230,134.79,137.76,133.91,587
06/23/2022,138.27,72433770,136.82,138.59,135.63,588
06/24/2022,141.66,89116840,139.90,141.91,139.77,589
06/27/2022,141.66,70207910,142.70,143.49,140.97,590
06/28/2022,137.44,67315330,142.13,143.42,137.33,591
06/29/2022,139.23,66242410,137.46,140.67,136.67,592
06/30/2022,136.72,98964470,137.25,138.37,133.77,593
07/01/2022,138.93,71051550,136.04,139.04,135.66,594
07/05/2022,141.56,73429640,137.77,141.61,136.93,595
07/06/2022,142.92,74064250,141.36,144.12,141.08,596
07/07/2022,146.35,66253710,143.29,146.55,143.28,597
07/08/2022,147.04,64547800,145.27,147.55,145.00,598
07/11/2022,144.87,63305110,145.67,146.64,143.78,599
07/12/2022,145.86,77588760,145.76,148.45,145.05,600
07/13/2022,145.49,71185560,142.99,146.45,142.12,601
07/14/2022,148.47,78140740,144.08,148.95,143.25,602
07/15/2022,150.17,76259930,149.78,150.86,148.20,603
07/18/2022,147.07,81420870,150.74,151.57,146.70,604
07/19/2022,151.00,82982370,147.92,151.23,146.91,605
07/20/2022,153.04,64823410,151.12,153.72,150.37,606
07/21/2022,155.35,65086640,154.50,155.57,151.94,607
07/22/2022,154.09,66675410,155.39,156.28,153.41,608
07/25/2022,152.95,53623950,154.01,155.04,152.28,609
07/26/2022,151.60,55138690,152.27,153.09,150.80,610
07/27/2022,156.79,78620690,152.58,157.33,152.16,611
07/28/2022,157.35,81378730,156.98,157.64,154.41,612
07/29/2022,162.51,101786900,161.24,163.63,159.50,613
08/01/2022,161.51,67829380,161.01,163.59,160.89,614
08/02/2022,160.01,59907030,160.10,162.41,159.63,615
08/03/2022,166.13,82507490,160.84,166.59,160.75,616
08/04/2022,165.81,55474140,166.01,167.19,164.43,617
08/05/2022,165.35,56696990,163.21,165.85,163.00,618
08/08/2022,164.87,60362340,166.37,167.81,164.20,619
08/09/2022,164.92,63135500,164.02,165.82,163.25,620
08/10/2022,169.24,70170540,167.68,169.34,166.90,621
08/11/2022,168.49,57149160,170.06,170.99,168.19,622
08/12/2022,172.10,68039380,169.82,172.17,169.40,623
08/15/2022,173.19,54091690,171.52,173.39,171.35,624
08/16/2022,173.03,56377050,172.78,173.71,171.66,625
08/17/2022,174.55,79542040,172.77,176.15,172.57,626
08/18/2022,174.15,62290080,173.75,174.90,173.12,627
08/19/2022,171.52,70346300,173.03,173.74,171.31,628
08/22/2022,167.57,69026810,169.69,169.86,167.14,629
08/23/2022,167.23,54147080,167.08,168.71,166.65,630
08/24/2022,167.53,53841520,167.32,168.11,166.25,631
08/25/2022,170.03,51218210,168.78,170.14,168.35,632
08/26/2022,163.62,78960980,170.57,171.05,163.56,633
08/29/2022,161.38,73313950,161.15,162.90,159.82,634
08/30/2022,158.91,77906200,162.13,162.56,157.72,635
08/31/2022,157.22,87991090,160.31,160.58,157.14,636
09/01/2022,157.96,74229900,156.64,158.42,154.67,637
09/02/2022,155.81,76957770,159.75,160.36,154.97,638
09/06/2022,154.53,73714840,156.47,157.09,153.69,639
09/07/2022,155.96,87449570,154.83,156.67,153.61,640
09/08/2022,154.46,84923850,154.64,156.36,152.68,641
09/09/2022,157.37,68081010,155.47,157.82,154.75,642
09/12/2022,163.43,104956000,159.59,164.26,159.30,643
09/13/2022,153.84,122656600,159.90,160.54,153.37,644
09/14/2022,155.31,87965410,154.79,157.10,153.61,645
09/15/2022,152.37,90481110,154.65,155.24,151.38,646
09/16/2022,150.70,162278800,151.21,151.35,148.37,647
09/19/2022,154.48,81474250,149.31,154.56,149.10,648
09/20/2022,156.90,107689800,153.40,158.08,153.08,649
09/21/2022,153.72,101696800,157.34,158.74,153.60,650
09/22/2022,152.74,86652540,152.38,154.47,150.91,651
09/23/2022,150.43,96029910,151.19,151.47,148.56,652
09/26/2022,150.77,93339410,149.66,153.77,149.64,653
09/27/2022,151.76,84442740,152.74,154.72,149.95,654
09/28/2022,149.84,146691400,147.64,150.64,144.84,655
09/29/2022,142.48,128138200,146.10,146.72,140.68,656
09/30/2022,138.20,124925300,141.28,143.10,138.00,657
10/03/2022,142.45,114311700,138.21,143.07,137.69,658
10/04/2022,146.10,87830060,145.03,146.22,144.26,659
10/05/2022,146.40,79470970,144.08,147.38,143.01,660
10/06/2022,145.43,68402170,145.81,147.54,145.22,661
10/07/2022,140.09,85925560,142.54,143.10,139.45,662
10/10/2022,140.42,74899000,140.42,141.89,138.57,663
10/11/2022,138.98,77033670,139.90,141.35,138.22,664
10/12/2022,138.34,70433740,139.13,140.36,138.16,665
10/13/2022,142.99,113224000,134.99,143.59,134.37,666
10/14/2022,138.38,88597970,144.31,144.52,138.19,667
10/17/2022,142.41,85250940,141.07,142.90,140.27,668
10/18/2022,143.75,99136610,145.49,146.70,140.61,669
10/19/2022,143.86,61758340,141.69,144.95,141.50,670
10/20/2022,143.39,64521990,143.02,145.89,142.65,671
10/21/2022,147.27,86548610,142.87,147.85,142.65,672
10/24/2022,149.45,75981920,147.19,150.23,146.00,673
10/25/2022,152.34,74732290,150.09,152.49,149.36,674
10/26/2022,149.35,88436170,150.96,151.99,148.04,675
10/27/2022,144.80,109180200,148.07,149.05,144.13,676
10/28/2022,155.74,164762400,148.20,157.50,147.82,677
10/31/2022,153.34,97943170,153.16,154.24,151.92,678
11/01/2022,150.65,80379350,155.08,155.45,149.13,679
11/02/2022,145.03,93604620,148.95,152.17,145.00,680
11/03/2022,138.88,97918520,142.06,142.80,138.75,681
11/04/2022,138.38,140814800,142.09,142.67,134.38,682
11/07/2022,138.92,83374630,137.11,139.15,135.67,683
11/08/2022,139.50,89908480,140.41,141.43,137.49,684
11/09/2022,134.87,74917790,138.50,138.55,134.59,685
11/10/2022,146.87,118854000,141.24,146.87,139.50,686
11/11/2022,149.70,93979670,145.82,150.01,144.37,687
11/14/2022,148.28,73374110,148.97,150.28,147.43,688
11/15/2022,150.04,89868330,152.22,153.59,148.56,689
11/16/2022,148.79,64218270,149.13,149.87,147.29,690
11/17/2022,150.72,80389400,146.43,151.48,146.15,691
11/18/2022,151.29,74829570,152.31,152.70,149.97,692
11/21/2022,148.01,58724070,150.16,150.37,147.72,693
11/22/2022,150.18,51804130,148.13,150.42,146.93,694
11/23/2022,151.07,58301400,149.45,151.83,149.34,695
11/25/2022,148.11,35195860,148.31,148.88,147.12,696
11/28/2022,144.22,69346520,145.14,146.64,143.38,697
11/29/2022,141.17,83763800,144.29,144.81,140.36,698
11/30/2022,148.03,111380900,141.40,148.72,140.55,699
12/01/2022,148.31,71250420,148.21,149.13,146.61,700
12/02/2022,147.81,65447450,145.96,148.00,145.65,701
12/05/2022,146.63,68826440,147.77,150.92,145.77,702
12/06/2022,142.91,64727190,147.08,147.30,141.92,703
12/07/2022,140.94,69721090,142.19,143.37,140.00,704
12/08/2022,142.65,62128340,142.36,143.52,141.10,705
12/09/2022,142.16,76097010,142.34,145.57,140.90,706
12/12/2022,144.49,70462650,142.70,144.50,141.06,707
12/13/2022,145.47,93886160,149.50,149.97,144.24,708
12/14/2022,143.21,82291180,145.35,146.66,141.16,709
12/15/2022,136.50,98931910,141.11,141.80,136.03,710
12/16/2022,134.51,160156900,136.69,137.65,133.73,711
12/19/2022,132.37,79592610,135.11,135.20,131.32,712
12/20/2022,132.30,77432820,131.39,133.25,129.89,713
12/21/2022,135.45,85927990,132.98,136.81,132.75,714
12/22/2022,132.23,77852110,134.35,134.56,130.30,715
12/23/2022,131.86,63814890,130.92,132.42,129.64,716
12/27/2022,130.03,69007830,131.38,131.41,128.72,717
12/28/2022,126.04,85438390,129.67,131.03,125.87,718
12/29/2022,129.61,75703710,127.99,130.48,127.73,719
12/30/2022,129.93,77034210,128.41,129.95,127.43,720
01/03/2023,125.07,112117500,130.28,130.90,124.17,721
01/04/2023,126.36,89113630,126.89,128.66,125.08,722
01/05/2023,125.02,80962710,127.13,127.77,124.76,723
01/06/2023,129.62,87754720,126.01,130.29,124.89,724
01/09/2023,130.15,70790810,130.47,133.41,129.89,725
01/10/2023,130.73,63896160,130.26,131.26,128.12,726
01/11/2023,133.49,69458950,131.25,133.51,130.46,727
01/12/2023,133.41,71379650,133.88,134.26,131.44,728
01/13/2023,134.76,57809720,132.03,134.92,131.66,729
01/17/2023,135.94,63646630,134.83,137.29,134.13,730
01/18/2023,135.21,69672800,136.82,138.61,135.03,731
01/19/2023,135.27,58280410,134.08,136.25,133.77,732
01/20/2023,137.87,80223630,135.28,138.02,134.22,733
01/23/2023,141.11,81760310,138.12,143.32,137.90,734
01/24/2023,142.53,66435140,140.31,143.16,140.30,735
01/25/2023,141.86,65799350,140.89,142.43,138.81,736
01/26/2023,143.96,54105070,143.17,144.25,141.90,737
01/27/2023,145.93,70555840,143.16,147.23,143.08,738
01/30/2023,143.00,64015270,144.96,145.55,142.85,739
01/31/2023,144.29,65874460,142.70,144.34,142.28,740
02/01/2023,145.43,77663630,143.97,146.61,141.32,741
02/02/2023,150.82,118339000,148.90,151.18,148.17,742
02/03/2023,154.50,154357300,148.03,157.38,147.83,743
02/06/2023,151.73,69858310,152.58,153.10,150.78,744
02/07/2023,154.65,83322550,150.64,155.23,150.64,745
02/08/2023,151.92,64120080,153.88,154.58,151.17,746
02/09/2023,150.87,56007140,153.78,154.33,150.42,747
02/10/2023,151.01,57450710,149.46,151.34,149.22,748
02/13/2023,153.85,62199010,150.95,154.26,150.92,749
02/14/2023,153.20,61707570,152.12,153.77,150.86,750
02/15/2023,155.33,65669250,153.11,155.50,152.88,751
02/16/2023,153.71,68167940,153.51,156.33,153.35,752
02/17/2023,152.55,59144120,152.35,153.00,150.85,753
02/21/2023,148.48,58867230,150.20,151.30,148.41,754
02/22/2023,148.91,51011310,148.87,149.95,147.16,755
02/23/2023,149.40,48394250,150.09,150.34,147.24,756
02/24/2023,146.71,55469610,147.11,147.19,145.72,757
02/27/2023,147.92,44998470,147.71,149.17,147.45,758
02/28/2023,147.41,50547000,147.05,149.08,146.83,759
03/01/2023,145.31,55478990,146.83,147.23,145.01,760
03/02/2023,145.91,52279760,144.38,146.71,143.90,761
03/03/2023,151.03,70732300,148.05,151.11,147.33,762
03/06/2023,153.83,87558030,153.79,156.30,153.46,763
03/07/2023,151.60,56182030,153.70,154.03,151.13,764
03/08/2023,152.87,47204790,152.81,153.47,151.83,765
03/09/2023,150.59,53833580,153.56,154.54,150.23,766
03/10/2023,148.50,68572400,150.21,150.94,147.61,767
03/13/2023,150.47,84457120,147.81,153.14,147.70,768
03/14/2023,152.59,73695890,151.28,153.40,150.10,769
03/15/2023,152.99,77167870,151.19,153.25,149.92,770
03/16/2023,155.85,76254420,152.16,156.46,151.64,771
03/17/2023,155.00,98944630,156.08,156.74,154.28,772
03/20/2023,157.40,73641420,155.07,157.82,154.15,773
03/21/2023,159.28,73938290,157.32,159.40,156.54,774
03/22/2023,157.83,75701810,159.30,162.14,157.81,775
03/23/2023,158.93,67622060,158.83,161.55,157.68,776
03/24/2023,160.25,59256340,158.86,160.34,157.85,777
03/27/2023,158.28,52390270,159.94,160.77,157.87,778
03/28/2023,157.65,45992150,157.97,158.49,155.98,779
03/29/2023,160.77,51305690,159.37,161.05,159.35,780
03/30/2023,162.36,49501690,161.53,162.47,161.27,781
03/31/2023,164.90,68749790,162.44,165.00,161.91,782
04/03/2023,166.17,56976190,164.27,166.29,164.22,783
04/04/2023,165.63,46278300,166.60,166.84,165.11,784
04/05/2023,163.76,51511740,164.74,165.05,161.80,785
04/06/2023,164.66,45390120,162.43,164.96,162.00,786
04/10/2023,162.03,47716880,161.42,162.03,160.08,787
04/11/2023,160.80,47644220,162.35,162.36,160.51,788
04/12/2023,160.10,50133060,161.22,162.06,159.78,789
04/13/2023,165.56,68445650,161.63,165.80,161.42,790
04/14/2023,165.21,49386480,164.59,166.32,163.82,791
04/17/2023,165.23,41516220,165.09,165.39,164.03,792
04/18/2023,166.47,49923010,166.10,167.41,165.65,793
04/19/2023,167.63,47720170,165.80,168.16,165.54,794
04/20/2023,166.65,52456380,166.09,167.87,165.56,795
04/21/2023,165.02,58337340,165.05,166.45,164.49,796
04/24/2023,165.33,41949580,165.00,165.60,163.89,797
04/25/2023,163.77,48714060,165.19,166.31,163.73,798
04/26/2023,163.76,45498800,163.06,165.28,162.80,799
04/27/2023,168.41,64902330,165.19,168.56,165.19,800
04/28/2023,169.68,55275850,168.49,169.85,167.88,801
05/01/2023,169.59,52472940,169.28,170.45,168.64,802
05/02/2023,168.54,48425700,170.09,170.35,167.54,803
05/03/2023,167.45,65136020,169.50,170.92,167.16,804
05/04/2023,165.79,81235430,164.89,167.04,164.31,805
05/05/2023,173.57,113453200,170.98,174.30,170.76,806
05/08/2023,173.50,55962790,172.48,173.85,172.11,807
05/09/2023,171.77,45326870,173.05,173.54,171.60,808
05/10/2023,173.56,53724500,173.02,174.03,171.90,809
05/11/2023,173.75,49514680,173.85,174.59,172.17,810
05/12/2023,172.57,45533140,173.62,174.06,171.00,811
05/15/2023,172.07,37266660,173.16,173.21,171.47,812
05/16/2023,172.07,42110290,171.99,173.14,171.80,813
05/17/2023,172.69,57951600,171.71,172.93,170.42,814
05/18/2023,175.05,65496660,173.00,175.24,172.58,815
05/19/2023,175.16,55809480,176.39,176.39,174.94,816
05/22/2023,174.20,43570930,173.98,174.71,173.45,817
05/23/2023,171.56,50747260,173.13,173.38,171.28,818
05/24/2023,171.84,45143490,171.09,172.42,170.52,819
05/25/2023,172.99,56058260,172.41,173.90,171.69,820
05/26/2023,175.43,54834980,173.32,175.77,173.11,821
05/30/2023,177.30,55964400,176.96,178.99,176.57,822
05/31/2023,177.25,99625290,177.33,179.35,176.76,823
06/01/2023,180.09,68901810,177.70,180.12,176.93,824
06/02/2023,180.95,61996910,181.03,181.78,179.26,825
06/05/2023,179.58,121946500,182.63,184.95,178.04,826
06/06/2023,179.21,64848370,179.97,180.12,177.43,827
06/07/2023,177.82,61944620,178.44,181.21,177.32,828
06/08/2023,180.57,50214880,177.90,180.84,177.46,829
06/09/2023,180.96,48899970,181.50,182.23,180.63,830
06/12/2023,183.79,54755000,181.27,183.89,180.97,831
06/13/2023,183.31,54929130,182.80,184.15,182.44,832
06/14/2023,183.95,57462880,183.37,184.39,182.02,833
06/15/2023,186.01,65433170,183.96,186.52,183.78,834
06/16/2023,184.92,101256200,186.73,186.99,184.27,835
06/20/2023,185.01,49799090,184.41,186.10,184.41,836
06/21/2023,183.96,49515700,184.90,185.41,182.59,837
06/22/2023,187.00,51245330,183.74,187.05,183.67,838
06/23/2023,186.68,53117000,185.55,187.56,185.01,839
06/26/2023,185.27,48088660,186.83,188.05,185.23,840
06/27/2023,188.06,50730850,185.89,188.39,185.67,841
06/28/2023,189.25,51216800,187.93,189.90,187.60,842
06/29/2023,189.59,46347310,189.08,190.07,188.94,843
06/30/2023,193.97,85213220,191.63,194.48,191.26,844
07/03/2023,192.46,31346600,193.78,193.88,191.76,845
07/05/2023,191.33,46920260,191.57,192.98,190.62,846
07/06/2023,191.81,45156010,189.84,192.02,189.20,847
07/07/2023,190.68,46815000,191.41,192.67,190.24,848
07/10/2023,188.61,59922160,189.26,189.99,187.04,849
07/11/2023,188.08,46638120,189.16,189.30,186.60,850
07/12/2023,189.77,60750250,189.68,191.70,188.47,851
07/13/2023,190.54,41342340,190.50,191.19,189.78,852
07/14/2023,190.69,41616240,190.23,191.18,189.63,853
07/17/2023,193.99,50520160,191.90,194.32,191.81,854
07/18/2023,193.73,48353770,193.35,194.33,192.42,855
07/19/2023,195.10,80507320,193.10,198.23,192.65,856
07/20/2023,193.13,59581200,195.09,196.47,192.50,857
07/21/2023,191.94,71951680,194.10,194.97,191.23,858
07/24/2023,192.75,45505100,193.41,194.91,192.25,859
07/25/2023,193.62,37283200,193.33,194.44,192.92,860
07/26/2023,194.50,47471870,193.67,195.64,193.32,861
07/27/2023,193.22,47460180,196.02,197.20,192.55,862
07/28/2023,195.83,48291440,194.67,196.63,194.14,863
07/31/2023,196.45,38824110,196.06,196.49,195.26,864
08/01/2023,195.61,35281430,196.24,196.73,195.28,865
08/02/2023,192.58,50389330,195.04,195.18,191.85,866
08/03/2023,191.17,62243280,191.57,192.37,190.69,867
08/04/2023,181.99,115956800,185.52,187.38,181.92,868
08/07/2023,178.85,97576070,182.13,183.13,177.35,869
08/08/2023,179.80,67823000,179.69,180.27,177.58,870
08/09/2023,178.19,60378490,180.87,180.93,177.01,871
08/10/2023,177.97,54686850,179.48,180.75,177.60,872
08/11/2023,177.79,52036670,177.32,178.62,176.55,873
08/14/2023,179.46,43675630,177.97,179.69,177.31,874
08/15/2023,177.45,43622590,178.88,179.48,177.05,875
08/16/2023,176.57,46964860,177.13,178.54,176.50,876
08/17/2023,174.00,66062880,177.14,177.51,173.48,877
08/18/2023,174.49,61172150,172.30,175.10,171.96,878
08/21/2023,175.84,46311880,175.07,176.13,173.74,879
08/22/2023,177.23,42084250,177.06,177.68,176.25,880
08/23/2023,181.12,52722750,178.52,181.55,178.33,881
08/24/2023,176.38,54945800,180.67,181.10,176.01,882
08/25/2023,178.61,51449590,177.38,179.15,175.82,883
08/28/2023,180.19,43820700,180.09,180.59,178.55,884
08/29/2023,184.12,53003950,179.70,184.90,179.50,885
08/30/2023,187.65,60813890,184.94,187.85,184.74,886
08/31/2023,187.87,60794470,187.84,189.12,187.48,887
09/01/2023,189.46,45766500,189.49,189.92,188.28,888
09/05/2023,189.70,45280030,188.28,189.98,187.61,889
09/06/2023,182.91,81755820,188.40,188.85,181.47,890
09/07/2023,177.56,112488800,175.18,178.21,173.54,891
09/08/2023,178.18,65602070,178.35,180.24,177.79,892
09/11/2023,179.36,58953050,180.07,180.30,177.34,893
09/12/2023,176.30,90370190,179.49,180.13,174.82,894
09/13/2023,174.21,84267930,176.51,177.30,173.98,895
09/14/2023,175.74,60895760,174.00,176.10,173.58,896
09/15/2023,175.01,109259500,176.48,176.50,173.82,897
09/18/2023,177.97,67257570,176.48,179.38,176.17,898
09/19/2023,179.07,51826940,177.52,179.63,177.13,899
09/20/2023,175.49,58436180,179.26,179.70,175.40,900
09/21/2023,173.93,63149120,174.55,176.30,173.86,901
09/22/2023,174.79,56725390,174.67,177.08,174.05,902
09/25/2023,176.08,46172740,174.20,176.97,174.15,903
09/26/2023,171.96,64588950,174.82,175.20,171.66,904
09/27/2023,170.43,66921810,172.62,173.04,169.05,905
09/28/2023,170.69,56294420,169.34,172.03,167.62,906
09/29/2023,171.21,51861080,172.02,173.07,170.34,907
10/02/2023,173.75,52164540,171.22,174.30,170.93,908
10/03/2023,172.40,49594610,172.26,173.63,170.82,909
10/04/2023,173.66,53020290,171.09,174.21,170.97,910
10/05/2023,174.91,48527920,173.79,175.45,172.68,911
10/06/2023,177.49,57266680,173.80,177.99,173.18,912
10/09/2023,178.99,42390770,176.81,179.05,175.80,913
10/10/2023,178.39,43698020,178.10,179.72,177.95,914
10/11/2023,179.80,47551100,178.20,179.85,177.60,915
10/12/2023,180.71,56743120,180.07,182.34,179.04,916
10/13/2023,178.85,51456080,181.42,181.93,178.14,917
10/16/2023,178.72,52516980,176.75,179.08,176.51,918
10/17/2023,177.15,57549350,176.65,178.42,174.80,919
10/18/2023,175.84,54764380,175.58,177.58,175.11,920
10/19/2023,175.46,59302860,176.04,177.84,175.19,921
10/20/2023,172.88,64244030,175.31,175.42,172.64,922
10/23/2023,173.00,55980110,170.91,174.01,169.93,923
10/24/2023,173.44,43816640,173.05,173.67,171.45,924
10/25/2023,171.10,57156960,171.88,173.06,170.65,925
10/26/2023,166.89,70625260,170.37,171.38,165.67,926
10/27/2023,168.22,58499130,166.91,168.96,166.83,927
10/30/2023,170.29,51130960,169.02,171.17,168.87,928
10/31/2023,170.77,44846020,169.35,170.90,167.90,929
11/01/2023,173.97,56934910,171.00,174.23,170.12,930
11/02/2023,177.57,77334750,175.52,177.78,175.46,931
11/03/2023,176.65,79829250,174.24,176.82,173.35,932
11/06/2023,179.23,63841310,176.38,179.43,176.21,933
11/07/2023,181.82,70529970,179.18,182.44,178.97,934
11/08/2023,182.89,49340280,182.35,183.45,181.59,935
11/09/2023,182.41,53763540,182.96,184.12,181.81,936
11/10/2023,186.40,66177920,183.97,186.57,183.53,937
11/13/2023,184.80,43627520,185.82,186.03,184.21,938
11/14/2023,187.44,60108380,187.70,188.11,186.30,939
11/15/2023,188.01,53790500,187.85,189.50,187.78,940
11/16/2023,189.71,54412920,189.57,190.96,188.65,941
11/17/2023,189.69,50941400,190.25,190.38,188.57,942
11/20/2023,191.45,46538610,189.89,191.91,189.88,943
11/21/2023,190.64,38134490,191.41,191.52,189.74,944
11/22/2023,191.31,39630010,191.49,192.93,190.83,945
11/24/2023,189.97,24048340,190.87,190.90,189.25,946
11/27/2023,189.79,40552610,189.92,190.67,188.90,947
11/28/2023,190.40,38415420,189.78,191.08,189.40,948
11/29/2023,189.37,43014220,190.90,192.09,188.97,949
11/30/2023,189.95,48794370,189.84,190.32,188.19,950
12/01/2023,191.24,45704820,190.33,191.56,189.23,951
12/04/2023,189.43,43389520,189.98,190.05,187.45,952
12/05/2023,193.42,66628400,190.21,194.40,190.18,953
12/06/2023,192.32,41089740,194.45,194.76,192.11,954
12/07/2023,194.27,47477660,193.63,195.00,193.59,955
12/08/2023,195.71,53406360,194.20,195.99,193.67,956
12/11/2023,193.18,60943700,193.11,193.49,191.42,957
12/12/2023,194.71,52696900,193.08,194.72,191.72,958
12/13/2023,197.96,70404180,195.09,198.00,194.85,959
12/14/2023,198.11,66831570,198.02,199.62,196.16,960
12/15/2023,197.57,128538400,197.53,198.40,197.00,961
